Service,VarType,VarName,InitValue,Scope
GSDS,Int,iCPU68_SDTCLASS_TDO_DTS_DTSCODE_avg_C5S3,0,unit
GSDS,Int,iCPU68_SDTCLASS_TDO_DTS_DTSCODE_avg_C5S4,0,unit
GSDS,Int,iCPU68_SDTCLASS_TDO_DTS_DTSCODE_avg_C5S5,0,unit
GSDS,Int,iCPU68_SDTCLASS_TDO_DTS_DTSCODE_avg_C5S6,0,unit
GSDS,Int,iCPU68_SDTCLASS_TDO_DTS_DTSCODE_avg_C5S7,0,unit
GSDS,Int,iCPU68_SDTCLASS_TDO_DTS_DTSCODE_avg_C5S8,0,unit
GSDS,Int,iCPU68_SDTCLASS_TDO_DTS_DTSCODE_avg_C5S9,0,unit
GSDS,Int,iCPU68_SDTCLASS_TDO_DTS_DTSCODE_avg_C5S10,0,unit
GSDS,Int,iCPU68_SDTCLASS_TDO_DTS_DTSCODE_avg_C5S11,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_DTSTEMP_avg_AON,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_AON,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_SOC0,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_SOC1,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_SOC2,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_SOC3,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_A0,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_A1,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_C0,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_C1,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_C2,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_C3,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_C4,0,unit
GSDS,double,dCPU68_SDTCLASS_TDO_DTS_VBG_C5,0,unit
GSDS,Int,RINGPRIM_DLVR_IREF_TRIM_P1_RESULT,32,unit
GSDS,Int,RINGPRIM_DLVR_IREF_TRIM_P1_RESULT_FUSE,32,unit
GSDS,String,RINGPRIM_DLVR_ADC1_OFFSET_2COMP,255,unit
GSDS,String,RINGPRIM_DLVR_ADC1_OFFSET_2COMP_FUSE,255,unit
GSDS,String,RINGPRIM_CSXR_LSB,124,unit
GSDS,String,RINGPRIM_CSXR_LSB_FUSE,124,unit
GSDS,Int,RINGPRIM_INTERNAL_TRIM_UGB_TOP_RESULT,16,unit
GSDS,Int,RINGPRIM_INTERNAL_TRIM_UGB_BOT_RESULT_FUSE,14,unit
GSDS,Int,RINGPRIM_DIGITAL_TRIM_COMP_TOP_LIN0_RESULT,28,unit
GSDS,Int,RINGPRIM_DIGITAL_TRIM_COMP_BOT_NLC_BSA_FUSE,36,unit
GSDS,String,RINGPRIM_DLVR_DAC_CAL_SLOPE_3_BIN_LSB,101,unit
GSDS,String,RINGPRIM_DAC_SLOPE_1_LSB_FUSE,5,unit
GSDS,Int,RINGPRIM_DLVR_MR_VSXTOP_TRIM_RESULT,72,unit
GSDS,Int,RINGPRIM_DLVR_MR_VSXTOP_TRIM_RESULT_FUSE,72,unit
GSDS,Int,ATOM0_INTERNAL_TRIM_UGB_TOP_RESULT,16,unit
GSDS,Int,ATOM0_INTERNAL_TRIM_UGB_BOT_RESULT,16,unit
GSDS,Int,ATOM1_INTERNAL_TRIM_UGB_TOP_RESULT,14,unit
GSDS,Int,ATOM1_INTERNAL_TRIM_UGB_BOT_RESULT,17,unit
GSDS,Int,CORE0_INTERNAL_TRIM_UGB_TOP_RESULT,16,unit
GSDS,Int,CORE0_INTERNAL_TRIM_UGB_BOT_RESULT,16,unit
GSDS,Int,CORE1_INTERNAL_TRIM_UGB_TOP_RESULT,14,unit
GSDS,Int,CORE1_INTERNAL_TRIM_UGB_BOT_RESULT,17,unit
GSDS,Int,CORE2_INTERNAL_TRIM_UGB_TOP_RESULT,14,unit
GSDS,Int,CORE2_INTERNAL_TRIM_UGB_BOT_RESULT,16,unit
GSDS,Int,CORE3_INTERNAL_TRIM_UGB_TOP_RESULT,16,unit
GSDS,Int,CORE3_INTERNAL_TRIM_UGB_BOT_RESULT,16,unit
GSDS,Int,CORE4_INTERNAL_TRIM_UGB_TOP_RESULT,16,unit
GSDS,Int,CORE4_INTERNAL_TRIM_UGB_BOT_RESULT,16,unit
GSDS,Int,CORE5_INTERNAL_TRIM_UGB_TOP_RESULT,16,unit
GSDS,Int,CORE5_INTERNAL_TRIM_UGB_BOT_RESULT,16,unit
GSDS,Int,RINGPRIM_INTERNAL_TRIM_UGB_BOT_RESULT,14,unit
GSDS,double,GSDS_0P70_DLVR_BYP_ALL_001,999,unit
GSDS,double,GSDS_0P70_DLVR_BYP_ALL_BURST,21.9845136,unit
GSDS,Int,GCD_DAC_0_0_trim_result_V0,39,unit
GSDS,Int,GCD_DAC_0_1_trim_result_V0,39,unit
GSDS,Int,GCD_DAC_0_2_trim_result_V0,39,unit
GSDS,Int,GCD_DAC_0_3_trim_result_V0,39,unit
GSDS,Int,GCD_DAC_0_4_trim_result_V0,39,unit
GSDS,Int,GCD_DAC_OFFSET_FUSE,40,unit
GSDS,Int,CPDOF_S_GDIEFUSE,40,unit
GSDS,Int,GCD_EVENT0_0_0_event0_result_V0,0,unit
GSDS,Int,GCD_EVENT0_0_1_event0_result_V0,0,unit
GSDS,Int,GCD_EVENT0_0_2_event0_result_V0,0,unit
GSDS,Int,GCD_EVENT0_0_3_event0_result_V0,1,unit
GSDS,Int,GCD_EVENT0_0_4_event0_result_V0,1,unit
GSDS,Int,GCD_EVENT0_0_5_event0_result_V0,1,unit
GSDS,Int,GCD_DAC_SLOPE_FUSE,195,unit
GSDS,Int,CPDSL_S_GDIEFUSE,194,unit
GSDS,Int,GCD_DAC_VMIN_SLOPE_FUSE,197,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE1_raw0_DTS1S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE4_raw1_DTS1S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE7_raw2_DTS1S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE10_raw3_DTS1S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE13_raw4_DTS1S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE16_raw5_DTS1S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE19_raw6_DTS1S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE22_raw7_DTS1S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE25_raw8_DTS1S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE28_raw9_DTS1S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS1S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS1S1,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS1S2,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS1S3,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS1S4,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS1S5,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS2S0,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS2S1,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS2S2,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS2S3,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS2S4,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS2S5,0,unit
GSDS,Int,iGCD64_SDTCLASS_TDO_DTS_DTSCODE_avg_DTS2S6,0,unit
GSDS,double,dGCD64_SDTCLASS_TDO_DTS_DTSTEMP1_raw0_DTS1S0,0,unit
GSDS,double,dGCD64_SDTCLASS_TDO_DTS_DTSTEMP4_raw1_DTS1S0,0,unit
GSDS,double,dGCD64_SDTCLASS_TDO_DTS_DTSTEMP7_raw2_DTS1S0,0,unit
GSDS,double,dGCD64_SDTCLASS_TDO_DTS_DTSTEMP10_raw3_DTS1S0,0,unit
GSDS,double,dGCD64_SDTCLASS_TDO_DTS_DTSTEMP13_raw4_DTS1S0,0,unit
GSDS,String,DFFCHECK_GTSKU,0,unit
GSDS,String,DE_SKU,0,unit
GSDS,double,GSDS_V2_RWC_BIG_CORE0_001,2.458785375,unit
GSDS,double,VID_WALK_VMIN,-9999,unit
