Qdf,Scenario,Component,Attribute,ValueGroup,SubAttribute,Dimension,Option,DataType,Value
,MIN_LATENCY_DT,,SCEN_MODE,,,profiles,,,profiles default comment
,MIN_LATENCY_DT,,OTHER_PWR,,,profiles,,,profiles default comment
,MIN_LATENCY_DT,,PCPS_NUM,,,profiles,,,profiles default comment
,MIN_LATENCY_DT,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,MIN_LATENCY_DT,,AR,,,profiles,,,profiles default comment
,MIN_LATENCY_DT,,FREQUENCIES,,,profiles,,,profiles default comment
,MIN_LATENCY_DT,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,MIN_LATENCY_DT,,TEMPERATURES,,,profiles,,,profiles default comment
,MIN_LATENCY_DT,,ENABLES,,,profiles,,,profiles default comment
,GAMING_DT_HX_1,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,GAMING_DT_HX_1,,ISOVOLT,,,profiles,,,profiles default comment
,GAMING_DT_HX_1,,SCEN_MODE,,,profiles,,,profiles default comment
,GAMING_DT_HX_1,,OTHER_PWR,,,profiles,,,profiles default comment
,GAMING_DT_HX_1,,PCPS_NUM,,,profiles,,,profiles default comment
,GAMING_DT_HX_1,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,GAMING_DT_HX_1,,AR,,,profiles,,,profiles default comment
,GAMING_DT_HX_1,,FREQUENCIES,,,profiles,,,profiles default comment
,GAMING_DT_HX_1,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,GAMING_DT_HX_1,,TEMPERATURES,,,profiles,,,profiles default comment
,GAMING_DT_HX_1,,ENABLES,,,profiles,,,profiles default comment
,GAMING_DT_PUSH,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,GAMING_DT_PUSH,,ISOVOLT,,,profiles,,,profiles default comment
,GAMING_DT_PUSH,,SCEN_MODE,,,profiles,,,profiles default comment
,GAMING_DT_PUSH,,OTHER_PWR,,,profiles,,,profiles default comment
,GAMING_DT_PUSH,,PCPS_NUM,,,profiles,,,profiles default comment
,GAMING_DT_PUSH,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,GAMING_DT_PUSH,,AR,,,profiles,,,profiles default comment
,GAMING_DT_PUSH,,FREQUENCIES,,,profiles,,,profiles default comment
,GAMING_DT_PUSH,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,GAMING_DT_PUSH,,TEMPERATURES,,,profiles,,,profiles default comment
,GAMING_DT_PUSH,,ENABLES,,,profiles,,,profiles default comment
,CREATIVE_MBL,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,CREATIVE_MBL,,ISOVOLT,,,profiles,,,profiles default comment
,CREATIVE_MBL,,SCEN_MODE,,,profiles,,,profiles default comment
,CREATIVE_MBL,,OTHER_PWR,,,profiles,,,profiles default comment
,CREATIVE_MBL,,PCPS_NUM,,,profiles,,,profiles default comment
,CREATIVE_MBL,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,CREATIVE_MBL,,AR,,,profiles,,,profiles default comment
,CREATIVE_MBL,,FREQUENCIES,,,profiles,,,profiles default comment
,CREATIVE_MBL,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,CREATIVE_MBL,,TEMPERATURES,,,profiles,,,profiles default comment
,CREATIVE_MBL,,ENABLES,,,profiles,,,profiles default comment
,CREATIVE_DT,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,CREATIVE_DT,,ISOVOLT,,,profiles,,,profiles default comment
,CREATIVE_DT,,SCEN_MODE,,,profiles,,,profiles default comment
,CREATIVE_DT,,OTHER_PWR,,,profiles,,,profiles default comment
,CREATIVE_DT,,PCPS_NUM,,,profiles,,,profiles default comment
,CREATIVE_DT,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,CREATIVE_DT,,AR,,,profiles,,,profiles default comment
,CREATIVE_DT,,FREQUENCIES,,,profiles,,,profiles default comment
,CREATIVE_DT,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,CREATIVE_DT,,TEMPERATURES,,,profiles,,,profiles default comment
,CREATIVE_DT,,ENABLES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1,,ISOVOLT,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1,,SCEN_MODE,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1,,OTHER_PWR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1,,PCPS_NUM,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,VPU_BENCHMARKING_MBL_1,,AR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1,,FREQUENCIES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1,,TEMPERATURES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1,,ENABLES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_2,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_2,,ISOVOLT,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_2,,SCEN_MODE,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_2,,OTHER_PWR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_2,,PCPS_NUM,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_2,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,VPU_BENCHMARKING_MBL_2,,AR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_2,,FREQUENCIES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_2,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_2,,TEMPERATURES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_2,,ENABLES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL,,ISOVOLT,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL,,SCEN_MODE,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL,,OTHER_PWR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL,,PCPS_NUM,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,VPU_BENCHMARKING_MBL,,AR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL,,FREQUENCIES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL,,TEMPERATURES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL,,ENABLES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_1,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_1,,ISOVOLT,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_1,,SCEN_MODE,,,profiles,,,2026WW03 ES2 Update
,VPU_BENCHMARKING_DT_1,,OTHER_PWR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_1,,PCPS_NUM,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_1,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,VPU_BENCHMARKING_DT_1,,AR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_1,,FREQUENCIES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_1,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_1,,TEMPERATURES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_1,,ENABLES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_2,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_2,,ISOVOLT,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_2,,SCEN_MODE,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_2,,OTHER_PWR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_2,,PCPS_NUM,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_2,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,VPU_BENCHMARKING_DT_2,,AR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_2,,FREQUENCIES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_2,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_2,,TEMPERATURES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_DT_2,,ENABLES,,,profiles,,,profiles default comment
,MEDIA_MAX_DT,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,MEDIA_MAX_DT,,ISOVOLT,,,profiles,,,profiles default comment
,MEDIA_MAX_DT,,SCEN_MODE,,,profiles,,,profiles default comment
,MEDIA_MAX_DT,,OTHER_PWR,,,profiles,,,profiles default comment
,MEDIA_MAX_DT,,PCPS_NUM,,,profiles,,,profiles default comment
,MEDIA_MAX_DT,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,MEDIA_MAX_DT,,AR,,,profiles,,,profiles default comment
,MEDIA_MAX_DT,,FREQUENCIES,,,profiles,,,profiles default comment
,MEDIA_MAX_DT,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,MEDIA_MAX_DT,,TEMPERATURES,,,profiles,,,profiles default comment
,MEDIA_MAX_DT,,ENABLES,,,profiles,,,profiles default comment
,MEDIA_MAX_MBL,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,MEDIA_MAX_MBL,,ISOVOLT,,,profiles,,,profiles default comment
,MEDIA_MAX_MBL,,SCEN_MODE,,,profiles,,,profiles default comment
,MEDIA_MAX_MBL,,OTHER_PWR,,,profiles,,,profiles default comment
,MEDIA_MAX_MBL,,PCPS_NUM,,,profiles,,,profiles default comment
,MEDIA_MAX_MBL,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,MEDIA_MAX_MBL,,AR,,,profiles,,,profiles default comment
,MEDIA_MAX_MBL,,FREQUENCIES,,,profiles,,,profiles default comment
,MEDIA_MAX_MBL,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,MEDIA_MAX_MBL,,TEMPERATURES,,,profiles,,,profiles default comment
,MEDIA_MAX_MBL,,ENABLES,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_1,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_1,,ISOVOLT,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_1,,SCEN_MODE,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_1,,OTHER_PWR,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_1,,PCPS_NUM,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_1,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,LP_ATOM_FMAX_DT_1,,AR,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_1,,FREQUENCIES,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_1,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_1,,TEMPERATURES,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_1,,ENABLES,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_2,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_2,,ISOVOLT,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_2,,SCEN_MODE,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_2,,OTHER_PWR,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_2,,PCPS_NUM,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_2,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,LP_ATOM_FMAX_DT_2,,AR,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_2,,FREQUENCIES,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_2,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_2,,TEMPERATURES,,,profiles,,,profiles default comment
,LP_ATOM_FMAX_DT_2,,ENABLES,,,profiles,,,profiles default comment
,IPU_FMAX_MBL,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,IPU_FMAX_MBL,,ISOVOLT,,,profiles,,,profiles default comment
,IPU_FMAX_MBL,,SCEN_MODE,,,profiles,,,profiles default comment
,IPU_FMAX_MBL,,OTHER_PWR,,,profiles,,,profiles default comment
,IPU_FMAX_MBL,,PCPS_NUM,,,profiles,,,profiles default comment
,IPU_FMAX_MBL,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,IPU_FMAX_MBL,,AR,,,profiles,,,profiles default comment
,IPU_FMAX_MBL,,FREQUENCIES,,,profiles,,,profiles default comment
,IPU_FMAX_MBL,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,IPU_FMAX_MBL,,TEMPERATURES,,,profiles,,,profiles default comment
,IPU_FMAX_MBL,,ENABLES,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_MBL,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_MBL,,ISOVOLT,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_MBL,,SCEN_MODE,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_MBL,,OTHER_PWR,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_MBL,,PCPS_NUM,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_MBL,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,ABSOLUTE_MAX_VIRUS_MBL,,AR,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_MBL,,FREQUENCIES,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_MBL,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_MBL,,TEMPERATURES,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_MBL,,ENABLES,,,profiles,,,profiles default comment
,SAICCMAX_DT_NPU,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,SAICCMAX_DT_NPU,,ISOVOLT,,,profiles,,,profiles default comment
,SAICCMAX_DT_NPU,,SCEN_MODE,,,profiles,,,profiles default comment
,SAICCMAX_DT_NPU,,OTHER_PWR,,,profiles,,,profiles default comment
,SAICCMAX_DT_NPU,,PCPS_NUM,,,profiles,,,profiles default comment
,SAICCMAX_DT_NPU,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,SAICCMAX_DT_NPU,,AR,,,profiles,,,profiles default comment
,SAICCMAX_DT_NPU,,FREQUENCIES,,,profiles,,,profiles default comment
,SAICCMAX_DT_NPU,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,SAICCMAX_DT_NPU,,TEMPERATURES,,,profiles,,,profiles default comment
,SAICCMAX_DT_NPU,,ENABLES,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_2,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_2,,ISOVOLT,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_2,,SCEN_MODE,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_2,,OTHER_PWR,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_2,,PCPS_NUM,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_2,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,ABSOLUTE_MAX_VIRUS_DT_2,,AR,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_2,,FREQUENCIES,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_2,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_2,,TEMPERATURES,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_2,,ENABLES,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_3,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_3,,ISOVOLT,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_3,,SCEN_MODE,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_3,,OTHER_PWR,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_3,,PCPS_NUM,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_3,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,ABSOLUTE_MAX_VIRUS_DT_3,,AR,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_3,,FREQUENCIES,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_3,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_3,,TEMPERATURES,,,profiles,,,profiles default comment
,ABSOLUTE_MAX_VIRUS_DT_3,,ENABLES,,,profiles,,,profiles default comment
,MIN_LATENCY_MBL_MAX,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,MIN_LATENCY_MBL_MAX,,ISOVOLT,,,profiles,,,profiles default comment
,MIN_LATENCY_MBL_MAX,,SCEN_MODE,,,profiles,,,profiles default comment
,MIN_LATENCY_MBL_MAX,,OTHER_PWR,,,profiles,,,profiles default comment
,MIN_LATENCY_MBL_MAX,,PCPS_NUM,,,profiles,,,profiles default comment
,MIN_LATENCY_MBL_MAX,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,MIN_LATENCY_MBL_MAX,,AR,,,profiles,,,profiles default comment
,MIN_LATENCY_MBL_MAX,,FREQUENCIES,,,profiles,,,profiles default comment
,MIN_LATENCY_MBL_MAX,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,MIN_LATENCY_MBL_MAX,,TEMPERATURES,,,profiles,,,profiles default comment
,MIN_LATENCY_MBL_MAX,,ENABLES,,,profiles,,,profiles default comment
,MIN_LATENCY_DT_MAX,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,MIN_LATENCY_DT_MAX,,ISOVOLT,,,profiles,,,profiles default comment
,MIN_LATENCY_DT_MAX,,SCEN_MODE,,,profiles,,,2026WW03 ES2 Update
,MIN_LATENCY_DT_MAX,,OTHER_PWR,,,profiles,,,profiles default comment
,MIN_LATENCY_DT_MAX,,PCPS_NUM,,,profiles,,,profiles default comment
,MIN_LATENCY_DT_MAX,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,MIN_LATENCY_DT_MAX,,AR,,,profiles,,,profiles default comment
,MIN_LATENCY_DT_MAX,,FREQUENCIES,,,profiles,,,profiles default comment
,MIN_LATENCY_DT_MAX,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,MIN_LATENCY_DT_MAX,,TEMPERATURES,,,profiles,,,profiles default comment
,MIN_LATENCY_DT_MAX,,ENABLES,,,profiles,,,profiles default comment
,GAMING_DT_HX_1_MAX,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,GAMING_DT_HX_1_MAX,,ISOVOLT,,,profiles,,,profiles default comment
,GAMING_DT_HX_1_MAX,,SCEN_MODE,,,profiles,,,profiles default comment
,GAMING_DT_HX_1_MAX,,OTHER_PWR,,,profiles,,,profiles default comment
,GAMING_DT_HX_1_MAX,,PCPS_NUM,,,profiles,,,profiles default comment
,GAMING_DT_HX_1_MAX,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,GAMING_DT_HX_1_MAX,,AR,,,profiles,,,profiles default comment
,GAMING_DT_HX_1_MAX,,FREQUENCIES,,,profiles,,,profiles default comment
,GAMING_DT_HX_1_MAX,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,GAMING_DT_HX_1_MAX,,TEMPERATURES,,,profiles,,,profiles default comment
,GAMING_DT_HX_1_MAX,,ENABLES,,,profiles,,,profiles default comment
,GAMING_DT_PUSH_MAX,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,GAMING_DT_PUSH_MAX,,ISOVOLT,,,profiles,,,profiles default comment
,GAMING_DT_PUSH_MAX,,SCEN_MODE,,,profiles,,,profiles default comment
,GAMING_DT_PUSH_MAX,,OTHER_PWR,,,profiles,,,profiles default comment
,GAMING_DT_PUSH_MAX,,PCPS_NUM,,,profiles,,,profiles default comment
,GAMING_DT_PUSH_MAX,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,GAMING_DT_PUSH_MAX,,AR,,,profiles,,,profiles default comment
,GAMING_DT_PUSH_MAX,,FREQUENCIES,,,profiles,,,profiles default comment
,GAMING_DT_PUSH_MAX,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,GAMING_DT_PUSH_MAX,,TEMPERATURES,,,profiles,,,profiles default comment
,GAMING_DT_PUSH_MAX,,ENABLES,,,profiles,,,profiles default comment
,CREATIVE_MBL_MAX,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,CREATIVE_MBL_MAX,,ISOVOLT,,,profiles,,,profiles default comment
,CREATIVE_MBL_MAX,,SCEN_MODE,,,profiles,,,profiles default comment
,CREATIVE_MBL_MAX,,OTHER_PWR,,,profiles,,,profiles default comment
,CREATIVE_MBL_MAX,,PCPS_NUM,,,profiles,,,profiles default comment
,CREATIVE_MBL_MAX,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,CREATIVE_MBL_MAX,,AR,,,profiles,,,profiles default comment
,CREATIVE_MBL_MAX,,FREQUENCIES,,,profiles,,,profiles default comment
,CREATIVE_MBL_MAX,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,CREATIVE_MBL_MAX,,TEMPERATURES,,,profiles,,,profiles default comment
,CREATIVE_MBL_MAX,,ENABLES,,,profiles,,,profiles default comment
,CREATIVE_DT_MAX,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,CREATIVE_DT_MAX,,ISOVOLT,,,profiles,,,profiles default comment
,CREATIVE_DT_MAX,,SCEN_MODE,,,profiles,,,profiles default comment
,CREATIVE_DT_MAX,,OTHER_PWR,,,profiles,,,profiles default comment
,CREATIVE_DT_MAX,,PCPS_NUM,,,profiles,,,profiles default comment
,CREATIVE_DT_MAX,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,CREATIVE_DT_MAX,,AR,,,profiles,,,profiles default comment
,CREATIVE_DT_MAX,,FREQUENCIES,,,profiles,,,profiles default comment
,CREATIVE_DT_MAX,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
,CREATIVE_DT_MAX,,TEMPERATURES,,,profiles,,,profiles default comment
,CREATIVE_DT_MAX,,ENABLES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1_MAX,,SCENARIO_INDEX,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1_MAX,,ISOVOLT,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1_MAX,,SCEN_MODE,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1_MAX,,OTHER_PWR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1_MAX,,PCPS_NUM,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1_MAX,,DYN_STATIC_RATIO,,,profiles,,,"26WW06 S28C ES2, Set based on SA scenario excel table"
,VPU_BENCHMARKING_MBL_1_MAX,,AR,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1_MAX,,FREQUENCIES,,,profiles,,,profiles default comment
,VPU_BENCHMARKING_MBL_1_MAX,,PWR_ICC_VREL_LIMITS,,,profiles,,,profiles default comment
