LevelsName,Pin,iForce,PreMeasDelay,VClampHi,VClampLo,SequenceBreak,LoLimit (HOT),HiLimit (HOT),LoLimit (COLD),HiLimit (COLD),S28C_HVM_LoHot,S28C_HVM_HiHot,S28C_HVM_LoCold,S28C_HVM_HiCold,S52C_HVM_LoHot,S52C_HVM_HiHot,S52C_HVM_LoCold,S52C_HVM_HiCold,S16C_HVM_LoHot,S16C_HVM_HiHot,S16C_HVM_LoCold,S16C_HVM_HiCold,DS28C_HVM_LoHot,DS28C_HVM_HiHot,DS28C_HVM_LoCold,DS28C_HVM_HiCold,S28C_FC_LoHot,S28C_FC_HiHot,S28C_FC_LoCold,S28C_FC_HiCold,S52C_FC_LoHot,S52C_FC_HiHot,S52C_FC_LoCold,S52C_FC_HiCold,S16C_FC_LoHot,S16C_FC_HiHot,S16C_FC_LoCold,S16C_FC_HiCold,DS28C_FC_LoHot,DS28C_FC_HiHot,DS28C_FC_LoCold,DS28C_FC_HiCold,Comments,Group
all_shops_lower_univ_x_x_pkg_level,HUB_TSTPRT_O_05,-0.001A,1ms,2V,-1.5V,0.1ms,-0.305V,-0.071V,-0.371V,-0.122V,-1.37V,-0.001V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.001V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,BASE_EDM,-0.001A,1ms,2V,-1.5V,0.1ms,-0.656V,-0.611V,-0.85V,-0.657V,-1.37V,-0.1V,-1.37V,-0.1V,-0.778V,-0.7V,-0.886V,-0.788V,-0.637V,-0.598V,-0.742V,-0.574V,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,-0.637V,-0.598V,-0.742V,-0.574V,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_ID,-0.001A,1ms,2V,-1.5V,0.1ms,-0.011V,-0.004V,-0.01V,-0.004V,-1.37V,-0.001V,-1.37V,-0.001V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.001V,-1.37V,-0.001V,x,x,x,x,x,x,x,x,x,x,x,x,,2
all_shops_lower_univ_x_x_pkg_level,EKEY,-0.001A,1ms,2V,-1.5V,0.1ms,-1.508V,-1.492V,-1.506V,-1.493V,-1.37V,-0.1V,-1.506V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.506V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,Pin is floating on package so Hilimit is dummy,3
all_shops_lower_univ_x_x_pkg_level,GCD_EDM,-0.001A,1ms,2V,-1.5V,0.1ms,-0.846V,-0.745V,-0.962V,-0.867V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,GCD_OBS_00,-0.001A,1ms,2V,-1.5V,0.1ms,-0.809V,-0.728V,-0.93V,-0.846V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,2
all_shops_lower_univ_x_x_pkg_level,GCD_OBS_01,-0.001A,1ms,2V,-1.5V,0.1ms,-0.81V,-0.728V,-0.931V,-0.847V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,4
all_shops_lower_univ_x_x_pkg_level,GCD_OBS_02,-0.001A,1ms,2V,-1.5V,0.1ms,-0.459V,-0.165V,-0.509V,-0.215V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,2
all_shops_lower_univ_x_x_pkg_level,GCD_OBS_03,-0.001A,1ms,2V,-1.5V,0.1ms,-0.461V,-0.167V,-0.512V,-0.216V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,1
all_shops_lower_univ_x_x_pkg_level,GCD_RST_00,-0.001A,1ms,2V,-1.5V,0.1ms,-0.407V,-0.159V,-0.474V,-0.21V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,4
all_shops_lower_univ_x_x_pkg_level,GCD_TDI,-0.001A,1ms,2V,-1.5V,0.1ms,-0.409V,-0.162V,-0.476V,-0.212V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,GCD_TDO,-0.001A,1ms,2V,-1.5V,0.1ms,-0.41V,-0.162V,-0.477V,-0.212V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,GCD_TMS,-0.001A,1ms,2V,-1.5V,0.1ms,-0.41V,-0.161V,-0.477V,-0.211V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,GCD_TRST,-0.001A,1ms,2V,-1.5V,0.1ms,-0.411V,-0.162V,-0.477V,-0.212V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,GCD_TSTPRT_I_00,-0.001A,1ms,2V,-1.5V,0.1ms,-0.403V,-0.131V,-0.456V,-0.172V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,GCD_TSTPRT_I_01,-0.001A,1ms,2V,-1.5V,0.1ms,-0.402V,-0.132V,-0.454V,-0.174V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,GCD_TSTPRT_I_02,-0.001A,1ms,2V,-1.5V,0.1ms,-0.401V,-0.131V,-0.455V,-0.172V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,GCD_TSTPRT_I_03,-0.001A,1ms,2V,-1.5V,0.1ms,-0.406V,-0.129V,-0.458V,-0.171V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,GCD_TSTPRT_I_CK_EC,-0.001A,1ms,2V,-1.5V,0.1ms,-0.4V,-0.129V,-0.451V,-0.17V,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,GCD_TSTPRT_O_00,-0.001A,1ms,2V,-1.5V,0.1ms,-0.307V,-0.059V,-0.37V,-0.109V,-1.37V,-0.001V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.001V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,GCD_TSTPRT_O_01,-0.001A,1ms,2V,-1.5V,0.1ms,-0.311V,-0.058V,-0.374V,-0.108V,-1.37V,-0.001V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.001V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,SKTOCC_B,-0.001A,1ms,2V,-1.5V,0.1ms,-0.01V,-0.002V,-0.009V,-0.002V,-1.37V,-0.001V,-1.37V,-0.001V,x,x,x,x,x,x,x,x,x,x,x,x,-1.37V,-0.001V,-1.37V,-0.001V,x,x,x,x,x,x,x,x,x,x,x,x,Grounded in package,1
all_shops_lower_univ_x_x_pkg_level,CPU_CLK_2_DP_0,-0.001A,1ms,2V,-1.5V,0.1ms,-0.407V,-0.32V,-1.209V,-0.1V,-1.37V,-0.1V,-1.37V,-0.1V,-0.383V,-0.137V,-0.453V,-0.197V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_EDM,-0.001A,1ms,2V,-1.5V,0.1ms,-0.671V,-0.651V,-0.84V,-0.815V,-1.37V,-0.1V,-1.37V,-0.1V,-0.815V,-0.755V,-0.934V,-0.873V,-0.675V,-0.645V,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,-0.675V,-0.645V,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_MBP_IN_0,-0.001A,1ms,2V,-1.5V,0.1ms,-0.409V,-0.322V,-1.19V,-0.1V,-1.37V,-0.1V,-1.37V,-0.1V,-0.383V,-0.138V,-0.453V,-0.198V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_MBP_IN_1,-0.001A,1ms,2V,-1.5V,0.1ms,-0.409V,-0.321V,-1.224V,-0.1V,-1.37V,-0.1V,-1.37V,-0.1V,-0.382V,-0.136V,-0.45V,-0.193V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_MBP_OUT_0,-0.001A,1ms,2V,-1.5V,0.1ms,-0.415V,-0.327V,-1.238V,-0.1V,-1.37V,-0.1V,-1.37V,-0.1V,-0.387V,-0.145V,-0.456V,-0.205V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_OBS_00,-0.001A,1ms,2V,-1.5V,0.1ms,-0.549V,-0.287V,-0.575V,-0.343V,,,,,-0.549V,-0.287V,-0.575V,-0.343V,,,,,,,,,,,,,x,x,x,x,,,,,,,,,,5
all_shops_lower_univ_x_x_pkg_level,CPU_OBS_01,-0.001A,1ms,2V,-1.5V,0.1ms,-0.55V,-0.288V,-0.576V,-0.342V,,,,,-0.55V,-0.288V,-0.576V,-0.342V,,,,,,,,,,,,,x,x,x,x,,,,,,,,,,6
all_shops_lower_univ_x_x_pkg_level,CPU_OBS_02,-0.001A,1ms,2V,-1.5V,0.1ms,-0.692V,-0.666V,-0.854V,-0.825V,-1.37V,-0.1V,-1.37V,-0.1V,-0.797V,-0.741V,-0.916V,-0.856V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,3
all_shops_lower_univ_x_x_pkg_level,CPU_OBS_03,-0.001A,1ms,2V,-1.5V,0.1ms,-0.69V,-0.665V,-0.852V,-0.825V,-1.37V,-0.1V,-1.37V,-0.1V,-0.797V,-0.741V,-0.915V,-0.855V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,4
all_shops_lower_univ_x_x_pkg_level,CPU_OBS_04,-0.001A,1ms,2V,-1.5V,0.1ms,-0.36V,-0.243V,-0.41V,-0.301V,-1.37V,-0.1V,-1.37V,-0.1V,-0.426V,-0.175V,-0.503V,-0.208V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,2
all_shops_lower_univ_x_x_pkg_level,CPU_OBS_05,-0.001A,1ms,2V,-1.5V,0.1ms,-0.359V,-0.241V,-0.409V,-0.3V,-1.37V,-0.1V,-1.37V,-0.1V,-0.43V,-0.17V,-0.506V,-0.205V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,3
all_shops_lower_univ_x_x_pkg_level,CPU_OBS_06,-0.001A,1ms,2V,-1.5V,0.1ms,-0.359V,-0.241V,-0.408V,-0.3V,-1.37V,-0.1V,-1.37V,-0.1V,-0.424V,-0.172V,-0.5V,-0.206V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,3
all_shops_lower_univ_x_x_pkg_level,CPU_OBS_07,-0.001A,1ms,2V,-1.5V,0.1ms,-0.359V,-0.242V,-0.409V,-0.301V,-1.37V,-0.1V,-1.37V,-0.1V,-0.432V,-0.172V,-0.508V,-0.207V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,2
all_shops_lower_univ_x_x_pkg_level,CPU_RST_00,-0.001A,1ms,2V,-1.5V,0.1ms,-0.409V,-0.322V,-1.206V,-0.1V,-1.37V,-0.1V,-1.37V,-0.1V,-0.384V,-0.14V,-0.455V,-0.199V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,4
all_shops_lower_univ_x_x_pkg_level,CPU_RST_01,-0.001A,1ms,2V,-1.5V,0.1ms,-0.407V,-0.32V,-1.196V,-0.1V,-1.37V,-0.1V,-1.37V,-0.1V,-0.383V,-0.14V,-0.454V,-0.202V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TDI,-0.001A,1ms,2V,-1.5V,0.1ms,-0.414V,-0.326V,-1.217V,-0.1V,-1.37V,-0.1V,-1.37V,-0.1V,-0.38V,-0.139V,-0.452V,-0.199V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TDO,-0.001A,1ms,2V,-1.5V,0.1ms,-0.411V,-0.323V,-1.237V,-0.1V,-1.37V,-0.1V,-1.37V,-0.1V,-0.384V,-0.141V,-0.454V,-0.201V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TMS,-0.001A,1ms,2V,-1.5V,0.1ms,-0.415V,-0.327V,-1.24V,-0.1V,-1.37V,-0.1V,-1.37V,-0.1V,-0.386V,-0.14V,-0.456V,-0.201V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TRST,-0.001A,1ms,2V,-1.5V,0.1ms,-0.416V,-0.327V,-1.245V,-0.1V,-1.37V,-0.1V,-1.37V,-0.1V,-0.386V,-0.141V,-0.458V,-0.199V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_00,-0.001A,1ms,2V,-1.5V,0.1ms,-0.379V,-0.29V,-0.43V,-0.34V,-1.37V,-0.1V,-1.37V,-0.1V,-0.39V,-0.114V,-0.435V,-0.178V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_01,-0.001A,1ms,2V,-1.5V,0.1ms,-0.378V,-0.289V,-0.43V,-0.339V,-1.37V,-0.1V,-1.37V,-0.1V,-0.389V,-0.114V,-0.434V,-0.18V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_02,-0.001A,1ms,2V,-1.5V,0.1ms,-0.379V,-0.289V,-0.431V,-0.339V,-1.37V,-0.1V,-1.37V,-0.1V,-0.389V,-0.114V,-0.436V,-0.178V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_03,-0.001A,1ms,2V,-1.5V,0.1ms,-0.379V,-0.291V,-0.43V,-0.34V,-1.37V,-0.1V,-1.37V,-0.1V,-0.393V,-0.107V,-0.435V,-0.175V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_04,-0.001A,1ms,2V,-1.5V,0.1ms,-0.378V,-0.289V,-0.43V,-0.339V,-1.37V,-0.1V,-1.37V,-0.1V,-0.389V,-0.115V,-0.435V,-0.178V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_05,-0.001A,1ms,2V,-1.5V,0.1ms,-0.378V,-0.289V,-0.43V,-0.339V,-1.37V,-0.1V,-1.37V,-0.1V,-0.388V,-0.113V,-0.436V,-0.177V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_06,-0.001A,1ms,2V,-1.5V,0.1ms,-0.378V,-0.289V,-0.43V,-0.339V,-1.37V,-0.1V,-1.37V,-0.1V,-0.387V,-0.115V,-0.433V,-0.179V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_07,-0.001A,1ms,2V,-1.5V,0.1ms,-0.377V,-0.288V,-0.428V,-0.338V,-1.37V,-0.1V,-1.37V,-0.1V,-0.388V,-0.116V,-0.435V,-0.18V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_08,-0.001A,1ms,2V,-1.5V,0.1ms,-0.378V,-0.29V,-0.428V,-0.339V,-1.37V,-0.1V,-1.37V,-0.1V,-0.391V,-0.112V,-0.437V,-0.175V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_09,-0.001A,1ms,2V,-1.5V,0.1ms,-0.379V,-0.291V,-0.43V,-0.339V,-1.37V,-0.1V,-1.37V,-0.1V,-0.39V,-0.112V,-0.435V,-0.171V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_10,-0.001A,1ms,2V,-1.5V,0.1ms,-0.379V,-0.291V,-0.43V,-0.34V,-1.37V,-0.1V,-1.37V,-0.1V,-0.39V,-0.113V,-0.436V,-0.175V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_11,-0.001A,1ms,2V,-1.5V,0.1ms,-0.379V,-0.29V,-0.431V,-0.339V,-1.37V,-0.1V,-1.37V,-0.1V,-0.388V,-0.112V,-0.432V,-0.171V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_12,-0.001A,1ms,2V,-1.5V,0.1ms,-0.379V,-0.29V,-0.43V,-0.34V,-1.37V,-0.1V,-1.37V,-0.1V,-0.39V,-0.11V,-0.436V,-0.172V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_13,-0.001A,1ms,2V,-1.5V,0.1ms,-0.378V,-0.29V,-0.429V,-0.339V,-1.37V,-0.1V,-1.37V,-0.1V,-0.39V,-0.111V,-0.436V,-0.169V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_14,-0.001A,1ms,2V,-1.5V,0.1ms,-0.378V,-0.289V,-0.429V,-0.339V,-1.37V,-0.1V,-1.37V,-0.1V,-0.39V,-0.112V,-0.434V,-0.177V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_I_15,-0.001A,1ms,2V,-1.5V,0.1ms,-0.378V,-0.289V,-0.428V,-0.338V,-1.37V,-0.1V,-1.37V,-0.1V,-0.391V,-0.112V,-0.437V,-0.17V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_O_00,-0.001A,1ms,2V,-1.5V,0.1ms,-0.322V,-0.234V,-0.378V,-0.29V,-1.37V,-0.1V,-1.37V,-0.1V,-0.318V,-0.05V,-0.373V,-0.115V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_O_01,-0.001A,1ms,2V,-1.5V,0.1ms,-0.323V,-0.235V,-0.379V,-0.29V,-1.37V,-0.1V,-1.37V,-0.1V,-0.319V,-0.05V,-0.373V,-0.116V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_O_02,-0.001A,1ms,2V,-1.5V,0.1ms,-0.323V,-0.235V,-0.378V,-0.289V,-1.37V,-0.1V,-1.37V,-0.1V,-0.318V,-0.05V,-0.371V,-0.116V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_O_03,-0.001A,1ms,2V,-1.5V,0.1ms,-0.323V,-0.235V,-0.379V,-0.29V,-1.37V,-0.1V,-1.37V,-0.1V,-0.319V,-0.05V,-0.373V,-0.116V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_O_04,-0.001A,1ms,2V,-1.5V,0.1ms,-0.323V,-0.234V,-0.378V,-0.29V,-1.37V,-0.1V,-1.37V,-0.1V,-0.317V,-0.05V,-0.372V,-0.115V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,5
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_O_05,-0.001A,1ms,2V,-1.5V,0.1ms,-0.323V,-0.235V,-0.379V,-0.29V,-1.37V,-0.1V,-1.37V,-0.1V,-0.317V,-0.05V,-0.373V,-0.114V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_O_06,-0.001A,1ms,2V,-1.5V,0.1ms,-0.324V,-0.236V,-0.379V,-0.291V,-1.37V,-0.1V,-1.37V,-0.1V,-0.318V,-0.05V,-0.376V,-0.114V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU_TSTPRT_O_07,-0.001A,1ms,2V,-1.5V,0.1ms,-0.322V,-0.234V,-0.378V,-0.29V,-1.37V,-0.1V,-1.37V,-0.1V,-0.318V,-0.05V,-0.374V,-0.115V,x,x,x,x,x,x,x,x,-1.37V,-0.1V,-1.37V,-0.1V,x,x,x,x,x,x,x,x,x,x,x,x,,6
all_shops_lower_univ_x_x_pkg_level,CPU1_CLK_2_DP_0,-0.001A,1ms,2V,-1.5V,0.1ms,-1.41V,-0.1V,-1.41V,-0.1V,,,,,x,x,x,x,,,,,,,,,,,,,x,x,x,x,,,,,,,,,,5
all_shops_lower_univ_x_x_pkg_level,CPU1_EDM,-0.001A,1ms,2V,-1.5V,0.1ms,-1.41V,-0.1V,-1.41V,-0.1V,,,,,x,x,x,x,,,,,,,,,,,,,x,x,x,x,,,,,,,,,,5
all_shops_lower_univ_x_x_pkg_level,CPU1_MBP_IN_0,-0.001A,1ms,2V,-1.5V,0.1ms,-1.41V,-0.1V,-1.41V,-0.1V,,,,,x,x,x,x,,,,,,,,,,,,,x,x,x,x,,,,,,,,,,5
all_shops_lower_univ_x_x_pkg_level,CPU1_MBP_IN_1,-0.001A,1ms,2V,-1.5V,0.1ms,-1.41V,-0.1V,-1.41V,-0.1V,,,,,x,x,x,x,,,,,,,,,,,,,x,x,x,x,,,,,,,,,,6
all_shops_lower_univ_x_x_pkg_level,CPU1_MBP_OUT_0,-0.001A,1ms,2V,-1.5V,0.1ms,-1.41V,-0.1V,-1.41V,-0.1V,,,,,x,x,x,x,,,,,,,,,,,,,x,x,x,x,,,,,,,,,,5
all_shops_lower_univ_x_x_pkg_level,CPU1_OBS_00,-0.001A,1ms,2V,-1.5V,0.1ms,-1.41V,-0.1V,-1.41V,-0.1V,,,,,x,x,x,x,,,,,,,,,,,,,x,x,x,x,,,,,,,,,,6
all_shops_lower_univ_x_x_pkg_level,CPU1_OBS_01,-0.001A,1ms,2V,-1.5V,0.1ms,-1.41V,-0.1V,-1.41V,-0.1V,,,,,x,x,x,x,,,,,,,,,,,,,x,x,x,x,,,,,,,,,,5
all_shops_lower_univ_x_x_pkg_level,CPU1_OBS_02,-0.001A,1ms,2V,-1.5V,0.1ms,-1.41V,-0.1V,-1.41V,-0.1V,,,,,x,x,x,x,,,,,,,,,,,,,x,x,x,x,,,,,,,,,,1
