Attribute,DataType,L2O9,L2HF,L2MA,QADP,L2L7,L2HK,L2HI,L2MT,L2OA,QADN,L2HJ,L2HH,L2HG
IS_ENABLED,string,true,true,true,true,true,true,true,true,true,true,true,true,true
QDF_SSPEC,string,L2O9,L2HF,L2MA,QADP,L2L7,L2HK,L2HI,L2MT,L2OA,QADN,L2HJ,L2HH,L2HG
Item_Status,string,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,NotActive,NotActive,Active
DI_TDP,string,65W,65W,65W,65W,65W,65W,65W,65W,65W,65W,65W,65W,65W
DI_SKU,string,"NVL S 4+4+4 ","NVL S 4+8+4 ","NVL S 4+8+4 ","NVL S 4+8+4 ","NVL S 4+8+4 ","NVL S 4+8+4 ",NVL S 4+8+4  GT0,"NVL S 4+8+4 ","NVL S 4+8+4 ","NVL S 4+4+4 ",NVL S 4+4+4 GT0,"NVL S 4+4+4 ","NVL S 4+8+4 "
DI_SEGMENT,string,"S  ","S  ","S  ","S  ","S  ","S  ","S  ","S  ","S  ","S  ","S  ","S  ","S  "
DI_PRODUCT_NAME,string,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product
SMALL_CORE_SPEED,string,1.7,1.8,1.7,1.8,1.8,1.7,1.8,1.8,1.8,1.7,1.7,1.7,1.8
SMALL_CORE_MAX_TURBO_FREQ_RATE,string,3.5,3.7,3.9,3.6,3.8,3.5,3.4,3.7,3.6,3.5,3.4,3.6,3.7
SECONDARY_BIOS_REGION,string,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED
RING_TFM_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
RING_TFM_FREQ,string,3.7,4.4,4.5,4.3,4.5,3.8,3.7,4.4,4.3,3.7,3.7,3.8,4.4
RING_LFM_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
RING_LFM_FREQ,string,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
RING_HFM_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
RING_HFM_FREQ,string,2,2.1,2,2.1,2.1,2,2.1,2.1,2.1,2,2,2,2.1
qdfSspec,string,L2O9,L2HF,L2MA,QADP,L2L7,L2HK,L2HI,L2MT,L2OA,QADN,L2HJ,L2HH,L2HG
PS-STEP,string,A,A,A,A,A,A,A,A,A,A,A,A,A
PS-PACKAGE-TECHNOLOGY,string,FCLGAEXAA,FCLGA20W,FCLGA20W,FCLGAEXAA,FCLGA20W,FCLGA20W,FCLGA20W,FCLGA20W,FCLGAEXAA,FCLGAEXAA,FCLGA20W,FCLGA20W,FCLGA20W
PS_VERTICAL_SEGMENT,string,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT
PS_EXTERNAL_STEP,string,A,A,A,A,A,A,A,A,A,A,A,A,A
PROTECT_AUDIO_VIDEO_PATH,string,DEBUG,DEBUG,DEBUG,DEBUG,DEBUG,DEBUG,DEBUG,DEBUG,DEBUG,DEBUG,DEBUG,DEBUG,DEBUG
PROCESSOR_NUMBER,string,N/A,,,N/A,,,,,N/A,N/A,,,
PROCESSOR_LP_ECORE_PHYS_QTY,string,4,4,4,4,4,4,4,4,4,4,4,4,4
PROCESSOR_LP_ECORE_FUNC_QTY,string,4,4,4,4,4,4,4,4,4,4,4,4,4
primaryContact,string,11487907,11447560,11447560,11487907,11447560,11447560,11447560,11447560,11487907,11487907,11447560,11447560,11447560
PLATFORM_ID,string,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1
PHYSICAL_SMALL_CORE,string,8,8,8,8,8,8,8,8,8,8,8,8,8
PHYSICAL_CORE,string,16,16,16,16,16,16,16,16,16,16,16,16,16
PHYSICAL_BIG_CORE,string,4,4,4,4,4,4,4,4,4,4,4,4,4
PEG_SPD_UNLOCK_IND,string,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED
PEG_CONFIGURATION,string,"x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5","x16 PCIe5 (x16, x8x8, x8x4x4, x4x4x4x4),x4 PCIe5,x4 PCIe5"
PD_INDEX,string,7,7,7,7,7,7,7,7,7,7,7,7,7
PCSR_BASE_CD,string,80777,80777,80777,80777,80777,80777,80777,80777,80777,80777,80777,80777,80777
PCH_LPC_DID,string,D401,D401,D401,D401,D401,D401,D401,D401,D401,D401,D401,D401,D401
PCD_DIE_STEPPING,string,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0
PCD_DIE_CONFIG,string,NVL_PCD_S,NVL_PCD_S,NVL_PCD_S,NVL_PCD_S,NVL_PCD_S,NVL_PCD_S,NVL_PCD_S,NVL_PCD_S,NVL_PCD_S,NVL_PCD_S,NVL_PCD_S,NVL_PCD_S,NVL_PCD_S
parentId_Desc,string,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product,Nova Lake S 16C Product
parentId,string,1000024611A,1000024611A,1000024611A,1000024611A,1000024611A,1000024611A,1000024611A,1000024611A,1000024611A,1000024611A,1000024611A,1000024611A,1000024611A
OSSEODCACRT_KeyTypeID,string,4637,4637,4637,4637,4637,0,4637,4637,4637,4637,4637,4637,4637
OSSEODCA_KEYTYPEID,string,4637,4637,4637,4637,4637,0,4637,4637,4637,4637,4637,4637,4637
OC_BINS,string,0,7,7,0,7,7,7,7,0,0,7,7,7
NUMBER_OF_SLICES,string,5,6,6,6,6,6,6,6,6,5,6,6,6
netWeight,string,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
NATURAL_FLOAT_IND,string,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED
MM-TRADEMARK,string,GENUINE INTEL (R) CPU,INTEL(R) CORE(TM) ULTRA 5,INTEL(R) CORE(TM) ULTRA 5,GENUINE INTEL (R) CPU,INTEL(R) CORE(TM) ULTRA 5,INTEL(R) CORE(TM) ULTRA 5,INTEL(R) CORE(TM) ULTRA 5,INTEL(R) CORE(TM) ULTRA 5,GENUINE INTEL (R) CPU,GENUINE INTEL (R) CPU,INTEL(R) CORE(TM) ULTRA 5,INTEL(R) CORE(TM) ULTRA 5,INTEL(R) CORE(TM) ULTRA 5
MM-SPEED-UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MM-SPEED-TYPE,string,CLOCK,CLOCK,CLOCK,CLOCK,CLOCK,CLOCK,CLOCK,CLOCK,CLOCK,CLOCK,CLOCK,CLOCK,CLOCK
MM-SPEED,string,2,2.1,2,2.1,2.1,2,2.1,2.1,2.1,2,2,2,2.1
MM-SPEC-NUMBER,string,2O9,2HF,2MA,ADP,2L7,2HK,2HI,2MT,2OA,ADN,2HJ,2HH,2HG
MM-SPEC-CODE,string,L,L,L,Q,L,L,L,L,L,Q,L,L,L
MM-SHIP-MED,string,TRAY,TRAY,TRAY,TRAY,TRAY,TRAY,TRAY,TRAY,TRAY,TRAY,TRAY,TRAY,TRAY
MM-ROYALTY,string,N,N,N,N,N,N,N,N,N,N,N,N,N
MM-REV,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MM-PROD-VISIBILITY,string,H,H,H,H,H,H,H,H,H,H,H,H,H
MM-PROD-CAT-IC,string,64BIT MPU,64BIT MPU,64BIT MPU,64BIT MPU,64BIT MPU,64BIT MPU,64BIT MPU,64BIT MPU,64BIT MPU,64BIT MPU,64BIT MPU,64BIT MPU,64BIT MPU
MM-PINCOUNT,string,1954,,,1954,,,,,1954,1954,,,
MM-PACKAGE-MKT-DESIGNATOR,string,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT
MM-ITEM-MARKET-NAME,string,807773B9B56F2,8077706C9C,8077706C9C,807773B9B56F3,8077706C9C,8077706C9C,8077706C9C,8077706C9C,807773B9B56F3,807773B9B56F2,8077706C9C,8077706C9C,8077706C9C
MM-INCORP,string,N,N,N,N,N,N,N,N,N,N,N,N,N
MM-CUSTOM-IND,string,N,N,N,N,N,N,N,N,N,N,N,N,N
MM-CUST-CUSTOMER,string,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MM-CPU-SLOT-TYPE,string,LGA1954,LGA1954,LGA1954,LGA1954,LGA1954,LGA1954,LGA1954,LGA1954,LGA1954,LGA1954,LGA1954,LGA1954,LGA1954
MM-CODE-NAME,string,NOVA LAKE-BASE-S16C,,,NOVA LAKE-BASE-S16C,,,,,NOVA LAKE-BASE-S16C,NOVA LAKE-BASE-S16C,,,
MM-CACHE-UOM,string,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB
MM-CACHE,string,15,18,18,18,18,18,18,18,18,15,16,16,18
MM-BRANDED,string,N,N,N,N,N,N,N,N,N,N,N,N,N
MLC_SIZE_PER_CORE_UOM,string,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB
MLC_SIZE_PER_CORE,string,2,2,2,2,2,2,2,2,2,2,2,2,2
MLC_SIZE_PER_CLUSTER_UOM,string,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB
MLC_SIZE_PER_CLUSTER,string,4,4,4,4,4,4,4,4,4,4,4,4,4
MINIMUM_IA_SMALL_CORE_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MINIMUM_IA_SMALL_CORE_FREQ,string,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
MINIMUM_IA_FREQUENCY_RATE,string,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
MIN_THERMAL_DESIGN_POWER_RATE,string,35,35,35,35,35,35,35,35,35,35,35,35,35
MIN_IA_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MEMORY_TYPE_SUPPORTED,string,DDR5,DDR5,DDR5,DDR5,DDR5,DDR5,DDR5,DDR5,DDR5,DDR5,DDR5,DDR5,DDR5
MEMORY_MODULES_PER_CHANNEL,string,2,2,2,2,2,2,2,2,2,2,2,2,2
MEMORY_MAX_QCLK_MHZ,string,3200,3600,4000,3200,3600,3200,3200,3600,3200,3200,3200,3200,3200
MEMORY_CHANNELS,string,2,2,2,2,2,2,2,2,2,2,2,2,2
MEMORY_CAPACITY_UOM,string,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB
MEMORY_CAPACITY,string,256,256,256,256,256,256,256,256,256,256,256,256,256
MEM_FREQ_UOM,string,MHZ,MHZ,MHZ,MHZ,MHZ,MHZ,MHZ,MHZ,MHZ,MHZ,MHZ,MHZ,MHZ
MEM_BUS_SPD_UNLOCK_IND,string,ENABLED,DISABLED,DISABLED,ENABLED,DISABLED,DISABLED,DISABLED,DISABLED,ENABLED,ENABLED,DISABLED,DISABLED,DISABLED
MEDIA_VEBOX,string,1,1,1,1,1,1,0,1,1,1,0,1,1
MEDIA_VDBOXES,string,1,1,1,1,1,1,0,1,1,1,0,1,1
MEDIA_SFC_INDICATOR,string,1,1,1,1,1,1,0,1,1,1,0,1,1
MEDIA_MAX_TURBO_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MEDIA_MAX_TURBO_FREQ,string,1.35,1.45,1.45,1.35,1.45,1.45,0,1.45,1.35,1.35,0,1.45,1.45
MEDIA_LFM_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MEDIA_LFM_FREQ,string,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0,0.2,0.2
MEDIA_HFM_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MEDIA_HFM_FREQ,string,1.05,1.05,1.05,1.05,1.05,1.05,0,1.05,1.05,1.05,0,1.05,1.05
MAXIMUM_IA_SMALL_CORE_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MAXIMUM_IA_SMALL_CORE_FREQ,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAXIMUM_IA_FREQUENCY_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_USB2_LANES,string,10,10,10,10,10,10,10,10,10,10,10,10,10
MAX_TURBO_FREQ_UOM_CD,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MAX_TURBO_FREQ_RTE,string,4.4,4.6,4.9,4.6,4.8,4.6,4.4,4.7,4.6,4.4,4.4,4.5,4.6
MAX_TRGT_SCKT_CD,string,1S,1S,1S,1S,1S,1S,1S,1S,1S,1S,1S,1S,1S
MAX_THRD_PER_PCSR_CNT,string,12,16,16,16,16,16,16,16,16,12,12,12,16
MAX_THERMAL_TURBO_FREQUENCY,string,4.4,4.6,4.8,4.5,4.8,4.5,4.4,4.6,4.5,4.4,4.4,4.5,4.6
MAX_THERMAL_DESIGN_POWER_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_9CORE_FREQ_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_8CORE_FREQ_RATE_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MAX_TEMP_TURBO_8CORE_FREQ_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_7CORE_FREQ_RATE_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MAX_TEMP_TURBO_7CORE_FREQ_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_6CORE_FREQ_RATE_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MAX_TEMP_TURBO_6CORE_FREQ_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_5CORE_FREQ_RATE_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MAX_TEMP_TURBO_5CORE_FREQ_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_4CORE_FREQ_RATE_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MAX_TEMP_TURBO_4CORE_FREQ_RATE,string,4.4,4.6,4.8,4.5,4.6,4.5,4.4,4.6,4.5,4.4,4.4,4.5,4.6
MAX_TEMP_TURBO_3CORE_FREQ_RATE_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MAX_TEMP_TURBO_3CORE_FREQ_RATE,string,4.4,4.6,4.8,4.5,4.6,4.5,4.4,4.6,4.5,4.4,4.4,4.5,4.6
MAX_TEMP_TURBO_2CORE_FREQ_RATE_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MAX_TEMP_TURBO_2CORE_FREQ_RATE,string,4.4,4.6,4.8,4.5,4.8,4.5,4.4,4.6,4.5,4.4,4.4,4.5,4.6
MAX_TEMP_TURBO_16CORE_FREQ_RAT_UOM,string,GHZ,,,GHZ,,,,,GHZ,GHZ,,,
MAX_TEMP_TURBO_16CORE_FREQ_RAT,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_15CORE_FREQ_RAT_UOM,string,GHZ,,,GHZ,,,,,GHZ,GHZ,,,
MAX_TEMP_TURBO_15CORE_FREQ_RAT,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_14CORE_FREQ_RAT_UOM,string,GHZ,,,GHZ,,,,,GHZ,GHZ,,,
MAX_TEMP_TURBO_14CORE_FREQ_RAT,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_13CORE_FREQ_RAT_UOM,string,GHZ,,,GHZ,,,,,GHZ,GHZ,,,
MAX_TEMP_TURBO_13CORE_FREQ_RAT,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_12CORE_FREQ_RAT_UOM,string,GHZ,,,GHZ,,,,,GHZ,GHZ,,,
MAX_TEMP_TURBO_12CORE_FREQ_RAT,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_11CORE_FREQ_RAT_UOM,string,GHZ,,,GHZ,,,,,GHZ,GHZ,,,
MAX_TEMP_TURBO_11CORE_FREQ_RAT,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_TURBO_10CORE_FREQ_RAT_UOM,string,GHZ,,,GHZ,,,,,GHZ,GHZ,,,
MAX_TEMP_TURBO_10CORE_FREQ_RAT,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_TEMP_MAX_TURBO_FREQ_RATE_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MAX_TEMP_MAX_TURBO_FREQ_RATE,string,4.4,4.6,4.8,4.5,4.8,4.5,4.4,4.6,4.5,4.4,4.4,4.5,4.6
MAX_PEG_LANE_CNT,string,16,16,16,16,16,16,16,16,16,16,16,16,16
MAX_PCIE_SPEED,string,GEN5,GEN5,GEN5,GEN5,GEN5,GEN5,GEN5,GEN5,GEN5,GEN5,GEN5,GEN5,GEN5
MAX_IA_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
MAX_HSIO_USB_LANES,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_HSIO_UFS_PORTS,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_HSIO_PCIE_LANES,string,24,24,24,24,24,24,24,24,24,24,24,24,24
MAX_HSIO_GBE_LANES,string,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX_DIGITAL_DISPLAY_INTERFACES,string,4,4,4,4,4,4,4,4,4,4,4,4,4
MARKETING_VOLT_NAME,string,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD
MARKET_CODE_NAME,string,NOVA LAKE,,,NOVA LAKE,,,,,NOVA LAKE,NOVA LAKE,,,
makeBuyCode,string,M,M,M,M,M,M,M,M,M,M,M,M,M
LPM_ENABLED,string,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED
LPE_TURBO_FREQUENCY_RATE_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
LPE_TURBO_FREQUENCY_RATE,string,2.8,3,3.6,2.9,3.1,3,2.9,3,2.9,2.8,2.9,2.9,3
LOWEST_PACKAGE_CORE_STATE_CODE,string,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
LOWEST_CORE_SLEEP_STATE,string,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
LOW_POWER_DDR5_FREQ_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0
LINE_ITEM_NAME,string,NVL-S.65W.4+4.ES2-Copy QADN,A0_PO_48_65W_4.8G_qclk3600,A0_PO_48_65W_4.9G_qclk4000,NVL-S.65W.4+8.ES2,A0_PO_48_65W_4.8G_qclk3600_Ring4.5G,Static A0_PO_48_65W_4.6G_qclk3200,A0_PO_48_65W_4.4G_qclk3200_GT0,A0_PO_48_65W_4.8G_qclk3600_FCT,NVL-S.65W.4+8.ES2-Copy QADP,NVL-S.65W.4+4.ES2,A0_PO_44_65W_4.4G_qclk3200_GT0,A0_PO_44_65W_4.6G_qclk3200,A0_PO_48_65W_4.6G_qclk3200
legacyNameIndicator,string,No,No,No,No,No,No,No,No,No,No,No,No,No
legacyItemCode,string,99DKF5,99D6G7,99D6G7,99DKF6,99D6G7,99D6G7,99D6G7,99D6G7,99DKF6,99DKF5,99D6G7,99D6G7,99D6G7
KEY_LOCKER_IND,string,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED
itemStatus,string,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
itemClass,string,Central Processor,Central Processor,Central Processor,Central Processor,Central Processor,Central Processor,Central Processor,Central Processor,Central Processor,Central Processor,Central Processor,Central Processor,Central Processor
INTGR_HEAT_SPREADER_IND,string,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
INTERNAL_REV_STEP,string,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0
INTEL_TURBO_BOOST_TECH_IND,string,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED
INTEL_TRST_EXEC_TECH_IND,string,TXT,TXT,TXT,TXT,TXT,TXT,TXT,TXT,TXT,TXT,TXT,TXT,TXT
INTEL_SOFTWARE_GUARD_EXTN_IND,string,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED
INTEL_HYPER_THRD_TECH_IND,string,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED
INTEGRATED_GRAPHICS_TURBO_FREQ,string,1.8,2.4,2.8,2.3,2.4,2.8,0,2.4,2.3,1.8,0,1.8,2.4
INTEGRATED_GRAPHICS_FREQUENCY,string,0.3,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0,0.3,0.3
INTEGRATED_GRAPHICS_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
INT_GFX_VIRTUAL_FUNCTION_SUPPO,string,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED
INSTR_EXTN_CD,string,"SSE,AVX+,AVX3","SSE,AVX+,AVX3","SSE,AVX+,AVX3","SSE,AVX+,AVX3","SSE,AVX+,AVX3","SSE,AVX+,AVX3","SSE,AVX+,AVX3","SSE,AVX+,AVX3","SSE,AVX+,AVX3","SSE,AVX+,AVX3","SSE,AVX+,AVX3","SSE,AVX+,AVX3","SSE,AVX+,AVX3"
INBAND_ERR_CRCT_IND,string,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED
ibdsIntegrationStatus,string,Rev. 0 : Complete,Rev. 0 : Complete,Rev. 0 : Complete,Rev. 0 : Complete,Rev. 0 : Complete,Rev. 0 : Complete,Rev. 0 : Complete,Rev. 0 : Complete,Rev. 0 : Complete,Rev. 0 : Complete,Rev. 0 : Complete,Rev. 0 : Complete,Rev. 0 : Complete
IA_SVID_VR_OFFSET_VID,string,0x32,0x32,0x32,0x32,0x32,0x32,0x32,0x32,0x32,0x32,0x32,0x32,0x32
HUB2PCD_D2D_FREQ,string,2,2,2,2,2,2,2,2,2,2,2,2,2
HUB2GPU_D2D_FREQ,string,4,4.4,4.8,4.4,4.4,4.4,4,4.4,4.4,4,4,4,4.4
HUB2CPU_D2D_FREQ,string,4,4.4,4.8,4.4,4.4,4.4,4,4.4,4.4,4,4,4,4.4
HUB_DIE_TJMAX_THROTTLE_NUMBER,string,100,100,100,100,100,100,100,100,100,100,100,100,100
HUB_DIE_TJMAX_DO_NOT_EXCEED,string,108,108,108,108,108,108,108,108,108,108,108,108,108
HUB_DIE_STEPPING,string,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0,A0
HUB_DIE_CONFIG,string,NVL_HUB,NVL_HUB,NVL_HUB,NVL_HUB,NVL_HUB,NVL_HUB,NVL_HUB,NVL_HUB,NVL_HUB,NVL_HUB,NVL_HUB,NVL_HUB,NVL_HUB
HSIO_LANE_24,string,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE
HSIO_LANE_23,string,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE
HSIO_LANE_22,string,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE
HSIO_LANE_21,string,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE,PCIE
